148	160	256	296	
149	161	257	297	
150	157	260	288	
151	157	261	289	
152	164	258	298	
153	165	259	299	
154	166	260	300	
155	167	261	301	
162	168	258	310	
162	169	259	311	
158	170	262	302	
159	171	263	303	
160	172	262	304	
161	173	263	305	
163	174	260	312	
163	175	261	313	
164	170	264	306	
165	171	265	307	
166	172	266	308	
167	173	267	309	
168	180	264	314	
169	181	265	315	
176	178	262	319	
177	179	263	320	
174	182	266	316	
175	183	267	317	
176	184	264	322	
177	185	265	323	
178	186	266	324	
179	187	267	325	
180	181	268	318	
182	183	269	321	
184	188	268	326	
185	189	268	327	
186	188	269	328	
187	189	269	329	
190	191	194	330	
192	193	195	331	
196	200	206	332	
197	201	207	333	
198	204	208	334	
199	205	209	335	
202	212	214	336	
203	213	215	337	
210	218	222	338	
211	219	223	339	
216	220	228	340	
217	221	229	341	
224	226	236	342	
225	227	237	343	
230	234	240	344	
231	235	241	345	
232	238	242	346	
233	239	243	347	
244	246	247	348	
245	248	249	349	
190	272	274	350	
191	273	275	351	
192	270	276	352	
193	271	277	353	
196	270	279	356	
197	271	280	357	
198	272	279	358	
199	273	280	359	
194	282	283	354	
202	274	276	362	
203	275	277	363	
195	284	285	355	
200	278	286	360	
201	278	287	361	
204	281	288	364	
205	281	289	365	
210	282	287	370	
211	283	286	371	
216	284	289	376	
217	285	288	377	
206	294	298	366	
207	295	299	367	
208	296	300	368	
209	297	301	369	
212	290	302	372	
213	291	303	373	
214	292	304	374	
215	293	305	375	
218	290	306	378	
219	291	307	379	
220	292	308	380	
221	293	309	381	
224	294	306	384	
225	295	307	385	
226	296	308	386	
227	297	309	387	
230	298	302	390	
231	299	303	391	
232	300	304	392	
233	301	305	393	
222	311	314	382	
223	310	315	383	
228	313	316	388	
229	312	317	389	
234	310	318	394	
235	311	318	395	
238	312	321	398	
239	313	321	399	
244	314	315	404	
236	322	324	396	
237	323	325	397	
245	316	317	405	
240	319	326	400	
241	320	327	401	
242	319	328	402	
243	320	329	403	
246	322	328	406	
247	323	329	407	
248	324	326	408	
249	325	327	409	
250	350	351	354	
251	352	353	355	
252	356	360	366	
253	357	361	367	
254	358	364	368	
255	359	365	369	
256	362	372	374	
257	363	373	375	
258	370	378	382	
259	371	379	383	
260	376	380	388	
261	377	381	389	
262	384	386	396	
263	385	387	397	
264	390	394	400	
265	391	395	401	
266	392	398	402	
267	393	399	403	
268	404	406	407	
269	405	408	409	
270	330	410	412	
271	330	411	413	
272	331	410	414	
273	331	411	415	
278	330	416	417	
281	331	418	419	
274	332	412	420	
275	333	413	421	
276	334	414	422	
277	335	415	423	
282	332	416	424	
283	333	417	425	
279	336	420	422	
280	337	421	423	
284	334	418	430	
285	335	419	431	
290	332	426	432	
291	333	427	433	
292	334	428	434	
293	335	429	435	
286	338	424	436	
287	339	425	436	
294	336	426	438	
295	337	427	439	
296	336	428	440	
297	337	429	441	
288	340	430	437	
289	341	431	437	
298	338	432	444	
299	339	433	445	
300	340	434	446	
301	341	435	447	
310	338	442	448	
311	339	442	449	
302	342	438	450	
303	343	439	451	
304	342	440	452	
305	343	441	453	
312	340	443	454	
313	341	443	455	
306	344	444	450	
307	345	445	451	
308	346	446	452	
309	347	447	453	
314	344	448	460	
315	345	449	461	
319	342	456	458	
320	343	457	459	
316	346	454	462	
317	347	455	463	
322	344	456	464	
323	345	457	465	
324	346	458	466	
325	347	459	467	
318	348	460	461	
321	349	462	463	
326	348	464	468	
327	348	465	469	
328	349	466	468	
329	349	467	469	
350	352	411	470	
351	353	410	471	
350	356	416	472	
351	357	417	473	
352	358	418	474	
353	359	419	475	
354	360	412	476	
354	361	413	477	
355	364	414	482	
355	365	415	483	
356	362	426	478	
357	363	427	479	
358	362	428	480	
359	363	429	481	
360	370	432	484	
361	371	433	485	
366	372	420	489	
367	373	421	490	
368	374	422	491	
369	375	423	492	
364	376	434	486	
365	377	435	487	
366	378	424	494	
367	379	425	495	
368	380	430	496	
369	381	431	497	
370	371	442	488	
376	377	443	493	
372	384	440	498	
373	385	441	499	
374	386	438	500	
375	387	439	501	
382	383	436	506	
388	389	437	511	
378	390	448	502	
379	391	449	503	
380	392	454	504	
381	393	455	505	
382	394	444	512	
383	395	445	513	
384	390	456	507	
385	391	457	508	
386	392	458	509	
387	393	459	510	
388	398	446	514	
389	399	447	515	
396	400	450	518	
397	401	451	519	
396	402	452	520	
397	403	453	521	
394	404	464	516	
395	404	465	517	
398	405	466	522	
399	405	467	523	
400	406	460	524	
401	407	461	525	
402	408	462	526	
403	409	463	527	
406	408	469	528	
407	409	468	529	
410	472	474	530	
411	473	475	530	
412	470	478	531	
413	471	479	532	
414	470	480	533	
415	471	481	534	
416	477	484	531	
417	476	485	532	
420	472	480	535	
421	473	481	536	
422	474	478	537	
423	475	479	538	
418	483	486	533	
419	482	487	534	
424	476	488	539	
425	477	488	540	
430	482	493	541	
431	483	493	542	
436	484	485	543	
426	494	498	535	
427	495	499	536	
428	496	500	537	
429	497	501	538	
437	486	487	546	
432	489	502	539	
433	490	503	540	
434	491	504	541	
435	492	505	542	
438	489	507	544	
439	490	508	545	
440	491	509	544	
441	492	510	545	
444	494	507	547	
445	495	508	548	
446	496	509	549	
447	497	510	550	
442	512	513	543	
450	498	502	551	
451	499	503	552	
452	500	504	553	
453	501	505	554	
443	514	515	546	
448	506	516	547	
449	506	517	548	
454	511	522	549	
455	511	523	550	
460	512	517	555	
461	513	516	556	
456	520	524	551	
457	521	525	552	
458	518	526	553	
459	519	527	554	
462	514	523	557	
463	515	522	558	
464	518	528	555	
465	519	529	556	
466	520	528	557	
467	521	529	558	
468	524	526	559	
469	525	527	559	
470	471	560	561	
472	476	560	562	
473	477	560	563	
474	482	561	564	
475	483	561	565	
478	489	562	566	
479	490	563	567	
480	491	564	566	
481	492	565	567	
484	494	562	568	
485	495	563	569	
486	496	564	570	
487	497	565	571	
488	506	568	569	
498	500	566	572	
499	501	567	573	
493	511	570	571	
502	512	568	574	
503	513	569	575	
504	514	570	576	
505	515	571	577	
507	518	572	574	
508	519	573	575	
509	520	572	576	
510	521	573	577	
516	524	574	578	
517	525	575	578	
522	526	576	579	
523	527	577	579	
528	529	578	579	
530	531	532	580	
530	533	534	581	
531	535	539	582	
532	536	540	583	
533	537	541	584	
534	538	542	585	
535	537	544	586	
536	538	545	587	
539	543	547	588	
540	543	548	589	
541	546	549	590	
542	546	550	591	
544	551	553	592	
545	552	554	593	
547	551	555	594	
548	552	556	595	
549	553	557	596	
550	554	558	597	
555	556	559	598	
557	558	559	599	
560	581	582	583	
561	580	584	585	
562	580	586	588	
563	580	587	589	
564	581	586	590	
565	581	587	591	
566	582	584	592	
567	583	585	593	
568	582	589	594	
569	583	588	595	
570	584	591	596	
571	585	590	597	
572	586	594	596	
573	587	595	597	
574	588	592	598	
575	589	593	598	
576	590	592	599	
577	591	593	599	
578	594	595	599	
579	596	597	598
